# view dependent DCHs

DCH256,	272935, 32152, 467030, 47699, 180548, 29265, 109893, 20610, 90479, 14837, 65363, 2, 46773, 15, 32407, 4, 21544, 3, 14063, 2, 8673, 4, 4788, 1, 2803, 2753, 1687, 2318, 1081, 1938, 686, 1682, 358, 1503, 197, 1401, 87, 1237, 42, 1148, 30, 1086, 11, 973, 1, 862, 1, 719, 629, 542, 539, 465, 374, 372, 301, 290, 256, 225, 175, 162, 118, 122, 103, 76, 70, 48, 40, 27, 15, 11, 8, 4, 5, 6, 1, 26, 1, 18, 998, 2, 918, 34, 799, 21, 798, 20, 759, 16, 654, 20, 637, 12, 605, 17, 560, 10, 513, 9, 494, 11, 463, 15, 432, 11, 417, 13, 411, 9, 348, 17, 316, 10, 322, 15, 303, 9, 283, 8, 289, 6, 242, 6, 254, 8, 254, 6, 223, 205, 7, 209, 3, 204, 8, 221, 14, 202, 6, 197, 10, 181, 4, 190, 9, 177, 7, 188, 1, 149, 6, 173, 4, 150, 4, 105, 2, 105, 1, 110, 6, 104, 6, 106, 6, 95, 4, 90, 4, 106, 1, 98, 5, 85, 2, 71, 3, 84, 2, 62, 2, 52, 2, 69, 2, 72, 1, 61, 2, 45, 2, 47, 3, 52, 2, 52, 5, 53, 1, 46, 4, 47, 2, 52, 1, 37, 2, 36, 1, 28, 5, 22, 5, 21, 0, 19, 0, 26, 1, 32, 1, 21, 1, 18, 1, 18, 2, 12, 1, 13, 0, 10, 0, 17, 1, 10, 0, 11, 0, 12, 0, 11, 2, 8, 1, 13, 2, 7, 0, 10, 1, 5, 0, 7, 0, 8, 0, 82
