# view dependent DCHs

DCH256,	315472, 359, 265885, 296, 614713, 1648, 34353, 9081, 29026, 8306, 34328, 10313, 14611, 5726, 9768, 2215, 4743, 1422, 1293, 748, 199, 140, 26, 22, 4, 6, 4343, 56, 3833, 33, 3580, 55, 3203, 58, 2923, 36, 2891, 45, 2859, 40, 2613, 42, 2673, 34, 2507, 38, 2434, 32, 2365, 34, 2212, 33, 2107, 37, 1959, 31, 1812, 31, 1701, 24, 1568, 31, 1653, 22, 1442, 27, 1456, 24, 1318, 22, 1319, 27, 1166, 16, 1115, 26, 998, 18, 998, 13, 918, 34, 799, 21, 798, 20, 759, 16, 654, 20, 637, 12, 605, 17, 560, 10, 513, 9, 494, 11, 463, 15, 432, 11, 417, 13, 411, 9, 348, 17, 316, 10, 322, 15, 303, 9, 283, 8, 289, 6, 242, 6, 254, 8, 254, 6, 223, 205, 7, 209, 3, 204, 8, 221, 14, 202, 6, 197, 10, 181, 4, 190, 9, 177, 7, 188, 1, 149, 6, 173, 4, 150, 4, 105, 2, 105, 1, 110, 6, 104, 6, 106, 6, 95, 4, 90, 4, 106, 1, 98, 5, 85, 2, 71, 3, 84, 2, 62, 2, 52, 2, 69, 2, 72, 1, 61, 2, 45, 2, 47, 3, 52, 2, 52, 5, 53, 1, 46, 4, 47, 2, 52, 1, 37, 2, 36, 1, 28, 5, 22, 5, 21, 0, 19, 0, 26, 1, 32, 1, 21, 1, 18, 1, 18, 2, 12, 1, 13, 0, 10, 0, 17, 1, 10, 0, 11, 0, 12, 0, 11, 2, 8, 1, 13, 2, 7, 0, 10, 1, 5, 0, 7, 0, 8, 0, 82
