"frame","meanBase","meanPPAO","meanPPDP","meanComb","rawBase2","rawBase3","rawPPAO2","rawPPAO3","rawPPDP2","rawPPDP3","rawComb2","rawComb3"
163,196.500236511,23.95923805235,19.7572364807,22.6661758423,196.471496582,196.52897644,23.9864387512,23.9320373535,19.6856422424,19.828830719,22.6068992615,22.7254524231
164,197.919807434,24.1547756195,19.90170764925,22.6584777832,197.825378418,198.01423645,24.0670146942,24.2425365448,19.8796386719,19.9237766266,22.4914245605,22.8255310059
165,198.7730407715,24.2325286865,20.15703582765,23.09086704255,199.136138916,198.409942627,24.3174667358,24.1475906372,20.1536998749,20.1603717804,22.9702606201,23.211473465
166,200.860824585,24.4752817154,20.40569114685,23.07110786435,200.7943573,200.92729187,24.4139518738,24.536611557,20.2994537354,20.5119285583,22.8424682617,23.299747467
167,202.811325073,24.78809070585,20.6551170349,23.31642723085,202.447967529,203.174682617,24.6644039154,24.9117774963,20.6879634857,20.6222705841,23.1314105988,23.5014438629
168,204.050239563,24.6459283829,20.5768508911,23.3431148529,204.115936279,203.984542847,24.8229904175,24.4688663483,20.4631729126,20.6905288696,23.2104473114,23.4757823944
169,205.744895935,25.03649044035,20.69976711275,23.47475624085,205.693572998,205.796218872,25.1468334198,24.9261474609,20.5832653046,20.8162689209,23.3048801422,23.6446323395
170,207.5388641355,25.2199668884,21.0523509979,23.74214553835,207.430831909,207.646896362,25.2032871246,25.2366466522,21.2350578308,20.869644165,23.6389884949,23.8453025818
171,209.367469788,25.3128604889,21.1324138641,23.622051239,209.578659058,209.156280518,25.2156047821,25.4101161957,21.0708274841,21.1940002441,23.4922065735,23.7518959045
172,211.422157288,25.18609428405,21.3274374008,23.85659313205,211.224060059,211.620254517,25.1016693115,25.2705192566,21.4362411499,21.2186336517,23.6158924103,24.0972938538
173,212.4876098635,25.41088581085,21.39261627195,23.95718479155,212.486068726,212.489151001,25.3444232941,25.4773483276,21.3392410278,21.4459915161,23.7765312195,24.1378383636
174,212.6482467655,25.6536388397,21.4934644699,24.25357055665,212.675445557,212.621047974,25.5030078888,25.8042697906,21.4577960968,21.529132843,24.1763305664,24.3308105469
175,214.7298660275,25.6803264618,21.44393920895,24.29206180575,214.816085815,214.64364624,25.6944408417,25.6662120819,21.3007507324,21.5871276855,24.11577034,24.4683532715
176,216.4414672855,26.0259809494,21.47550201415,24.51839256285,216.298278809,216.584655762,26.2199783325,25.8319835663,21.4305953979,21.5204086304,24.456035614,24.5807495117
177,218.4394378665,25.99826812745,21.9476661682,24.7162399292,218.339874268,218.539001465,25.9977550507,25.9987812042,21.8904418945,22.0048904419,24.5258350372,24.9066448212
178,220.453063965,26.33263111115,22.0487709045,24.83941364285,220.840805054,220.065322876,26.3919086456,26.2733535767,22.0911121368,22.0064296722,24.7552452087,24.923582077
179,222.168510437,26.5653772354,22.2407150269,25.1142425537,221.979644775,222.357376099,26.7116451263,26.4191093445,22.3590126038,22.12241745,25.0431613922,25.1853237152
180,222.376098633,26.49557876585,22.2581644058,25.10295295715,222.552902222,222.199295044,26.6505718231,26.3405857086,22.3595256805,22.1568031311,24.9918403625,25.2140655518
181,223.7238235475,26.61131095885,22.5732831955,25.33672428135,223.695343018,223.752304077,26.7239627838,26.4986591339,22.5175991058,22.6289672852,25.0703620911,25.6030864716
182,225.197792053,26.86509895325,22.56045246125,25.3557138443,225.278625488,225.116958618,26.8101844788,26.9200134277,22.7346916199,22.3862133026,25.2412662506,25.470161438
183,226.812904358,27.119143486,22.55583381655,25.5666475296,226.727966309,226.897842407,27.1217098236,27.1165771484,22.600227356,22.5114402771,25.3013114929,25.8319835663
184,227.86706543,26.9356660843,22.78729629515,25.84968948365,227.90222168,227.83190918,26.8081302643,27.0632019043,22.8388748169,22.7357177734,25.6887950897,26.0105838776
185,229.2897109985,26.9780073166,23.07367420195,25.89972877505,229.320755005,229.258666992,27.0498580933,26.9061565399,22.8245048523,23.3228435516,25.6379852295,26.1614723206
186,231.404953003,27.3606147766,23.25766372685,25.9787654877,230.915847778,231.894058228,27.3706226349,27.3506069183,23.1401367188,23.3751907349,25.8443012238,26.1132297516
187,231.814506531,27.2169122696,23.0354394913,26.20201683045,232.219436646,231.409576416,27.3516330719,27.0821914673,23.0308208466,23.040058136,25.7616729736,26.6423606873
188,232.981315613,27.4630022049,23.26202583315,26.24256038665,232.939483643,233.023147583,27.4614620209,27.4645423889,23.3125782013,23.211473465,26.1255455017,26.3595752716
189,233.167350769,27.29825782775,23.34439849855,26.20150279995,233.191986084,233.142715454,27.4902019501,27.1063137054,23.2402153015,23.4485816956,25.9828701019,26.420135498
190,234.951057434,27.687792778,23.39392471315,26.7947874069,235.018035889,234.884078979,27.6354446411,27.7401409149,23.3582553864,23.4295940399,26.5202140808,27.069360733
191,236.4881591795,27.82867240905,23.55250930785,26.68316173555,236.645980835,236.330337524,27.7386016846,27.9187431335,23.4680843353,23.6369342804,26.4211616516,26.9451618195
192,237.570281982,27.90719509125,23.67978858945,26.7216529846,237.483551025,237.657012939,27.7873573303,28.0270328522,23.5958766937,23.7637004852,26.6577568054,26.7855491638
193,238.542068481,28.3247013092,23.87455654145,26.84970283505,238.582870483,238.501266479,28.0455093384,28.60389328,23.8488960266,23.9002170563,26.7013816833,26.9980239868
194,239.2762374875,28.1686811447,24.0316019058,26.9171915054,239.28137207,239.271102905,28.0721950531,28.2651672363,24.0172309875,24.0459728241,26.7280693054,27.1063137054
195,240.0596694945,28.5707902908,24.0557231903,27.1650762558,240.186691284,239.932647705,28.5161323547,28.6254482269,24.0023479462,24.1090984344,26.9297637939,27.4003887177
196,241.999641418,28.8463907242,24.38649463655,27.3041601181,241.923431396,242.07585144,28.813287735,28.8794937134,24.5150566101,24.257932663,27.2777290344,27.3305912018
197,243.394325256,28.9449291229,24.22046756745,27.37652397155,243.677627563,243.111022949,29.0052318573,28.8846263885,24.1332206726,24.3077144623,27.2330780029,27.5199699402
198,244.0040283205,28.94749546055,24.51659584045,27.6780414581,243.8777771,244.130279541,28.8440818787,29.0509090424,24.3482589722,24.6849327087,27.5240745544,27.8320083618
199,244.9388656615,29.21719360355,24.7375383377,27.7411680222,245.316345215,244.561386108,29.2300243378,29.2043628693,24.7711544037,24.7039222717,27.6441688538,27.8381671906
200,369.819030762,97.6542701721,43.4049472809,50.6934642792,369.746917725,369.891143799,98.6453018188,96.6632385254,43.257396698,43.5524978638,50.318813324,51.0681152344
201,374.642807007,98.4461708069,43.72904777525,50.7868709564,374.319732666,374.965881348,98.6565933228,98.235748291,43.8650512695,43.593044281,50.417350769,51.1563911438
202,376.650527954,99.4644012451,44.1234588623,51.8171634674,375.945098877,377.355957031,99.2868270874,99.6419754028,44.2350845337,44.0118331909,51.5182113647,52.1161155701
203,377.7798614505,100.864467621,44.68286895755,52.0653076172,377.620758057,377.938964844,101.266319275,100.462615967,44.7190513611,44.646686554,51.9108276367,52.2197875977
204,378.581771851,102.3086776735,45.02210998535,53.3157711029,378.590240479,378.573303223,101.896560669,102.720794678,44.8971405029,45.1470794678,53.0373497009,53.5941925049
205,379.3231201175,104.885562897,45.49606895445,53.07635307315,379.39239502,379.253845215,106.013626099,103.757499695,45.5540618896,45.4380760193,52.9131469727,53.2395591736
206,384.526672363,104.9173812865,45.74472618105,54.3504257202,384.369110107,384.684234619,105.037475586,104.797286987,45.6649208069,45.8245315552,54.0863723755,54.6144790649
207,384.3716888425,106.0287628175,45.4832382202,54.222120285,384.325500488,384.417877197,105.226852417,106.830673218,45.3030967712,45.6633796692,54.1351280212,54.3091125488
208,387.21081543,104.3084449765,46.01519393925,54.15360450745,387.036834717,387.384796143,104.477035522,104.139854431,45.8609695435,46.169418335,53.7779273987,54.5292816162
209,389.808746338,106.4760360715,45.90459442135,54.2978210449,389.626037598,389.991455078,106.355941772,106.596130371,46.1545333862,45.6546554565,54.0114440918,54.584197998
210,390.454910278,105.524269104,46.29874801635,54.4864292145,390.899871826,390.00994873,105.126266479,105.922271729,46.468624115,46.1288719177,54.2855033875,54.6873550415
211,392.0379333495,106.3764686585,46.81992530825,54.7486858368,391.144165039,392.93170166,106.459609985,106.293327332,46.8355789185,46.804271698,54.3778839111,55.1194877625
212,394.1241760255,106.677474976,46.8109436035,55.24419975285,393.764160156,394.484191895,106.278961182,107.07598877,46.764755249,46.857131958,55.1882591248,55.3001403809
213,396.042602539,107.8373565675,47.75450134275,55.5121021271,396.291259766,395.793945312,107.924346924,107.750366211,47.2964515686,48.2125511169,55.1230812073,55.9011230469
214,401.2169036865,109.9407958985,48.00521087645,55.49644851685,401.452728271,400.981079102,109.261291504,110.620300293,48.0560188293,47.9544029236,55.1117897034,55.8811073303
215,403.7517089845,110.9012908935,48.57462882995,56.24062156675,403.680114746,403.823303223,110.656227112,111.146354675,48.4337501526,48.7155075073,55.4674530029,57.0137901306
216,406.1587066655,114.3370513915,48.8925704956,56.7466583252,406.581848145,405.735565186,114.008590698,114.665512085,49.1845932007,48.6005477905,56.3117027283,57.1816139221
217,408.614227295,113.9557266235,48.674451828,56.725358963,408.633209229,408.595245361,113.470733643,114.440719604,48.5328025818,48.8161010742,56.4518127441,56.9989051819
218,409.16645813,115.533885956,49.1535434723,57.5596008301,408.783081055,409.549835205,114.603416443,116.464355469,49.1691970825,49.1378898621,57.2339630127,57.8852386475
219,411.889846802,116.200046539,49.7245025635,58.3332824707,411.35635376,412.423339844,115.974227905,116.425865173,49.8168830872,49.6321220398,58.0689735413,58.5975914001
220,416.8347473145,118.347618103,50.12430381775,59.0492248535,417.104949951,416.564544678,117.993751526,118.70148468,50.246963501,50.0016441345,58.7982597351,59.3001899719
221,420.3285064695,120.6250419615,50.37578201295,59.38615608215,420.346984863,420.310028076,120.828277588,120.421806335,50.493309021,50.2582550049,59.2047309875,59.5675811768
222,423.374481201,121.5906715395,51.0901851654,59.6781787872,423.492523193,423.256439209,121.230133057,121.951210022,50.9028587341,51.2775115967,59.1518707275,60.2044868469
223,424.0986328125,122.8714141845,50.79302978515,59.5629615784,423.857940674,424.339324951,123.551948547,122.190879822,50.7165603638,50.8694992065,59.1364746094,59.9894485474
224,425.5613098145,125.036693573,51.0758152008,59.87577056885,425.202575684,425.920043945,124.467529297,125.605857849,50.9685516357,51.1830787659,59.5809249878,60.1706161499
225,428.303192139,126.406227112,51.38785362245,60.0936317444,428.176177979,428.430206299,126.678489685,126.133964539,51.2852096558,51.4904975891,59.6363525391,60.5509109497
226,430.60345459,129.72190094,51.81870269775,60.88193893435,430.130523682,431.076385498,129.555618286,129.888183594,51.9200630188,51.7173423767,60.4754676819,61.2884101868
227,435.851409912,132.8977050785,52.31421852115,61.2717323303,435.789825439,435.912994385,134.411193848,131.384216309,52.4533004761,52.1751365662,60.9076004028,61.6358642578
228,436.4187774655,132.4273452755,52.71966362,61.88272094725,436.360015869,436.477539062,131.682922363,133.171768188,52.7391662598,52.7001609802,61.3484573364,62.4169845581
229,439.908432007,131.2710494995,53.51310539245,62.7677726746,439.63180542,440.185058594,131.815322876,130.726776123,53.2816429138,53.7445678711,62.8460388184,62.6895065308
230,443.0421447755,131.4948196415,53.74174499515,62.90762519835,443.019042969,443.065246582,132.103759766,130.885879517,53.83335495,53.6501350403,62.3384628296,63.4767875671
231,443.0134124755,132.663169861,53.88467788695,63.14883995055,442.689056396,443.337768555,132.225906372,133.10043335,53.8102607727,53.9590950012,62.8116531372,63.4860267639
232,444.5168914795,132.1884384155,54.22802352905,63.0002632141,444.169189453,444.864593506,131.686508179,132.690368652,54.2346954346,54.2213516235,62.8167877197,63.1837387085
233,447.261352539,132.3524093625,54.0170879364,62.9204559326,447.815124512,446.707580566,132.511764526,132.193054199,53.9498558044,54.0843200684,62.7285118103,63.1124000549
234,448.09815979,133.4016952515,54.37121009825,63.7449474335,448.431488037,447.764831543,133.376037598,133.427352905,54.5118331909,54.2305870056,63.1883583069,64.3015365601
235,451.6612091065,136.511817932,54.6434764862,64.2109527588,452.521881104,450.800537109,136.352203369,136.671432495,54.7068595886,54.5800933838,63.3818435669,65.0400619507
236,453.1651916505,134.0416793825,54.71481132505,64.030298233,452.89755249,453.432830811,134.269546509,133.813812256,54.8526115417,54.5770111084,63.5568504333,64.5037460327
237,452.373046875,134.089416504,54.88340568545,64.3484954834,452.333526611,452.412567139,133.717330933,134.461502075,55.0019607544,54.7648506165,64.1696395874,64.5273513794
238,453.0119934085,135.9449615475,54.9829711914,64.0888080597,453.361999512,452.661987305,135.484863281,136.405059814,54.8798141479,55.0861282349,63.569683075,64.6079330444
239,458.349243164,136.781768799,55.718416214,64.2486743927,458.508605957,458.189880371,137.173355103,136.390182495,55.482334137,55.954498291,63.9289360046,64.5684127808
240,457.727218628,141.7063903805,55.83517456055,65.40573120115,458.151916504,457.302520752,140.942977905,142.469802856,55.7969398499,55.8734092712,64.8075714111,66.0038909912
241,463.815048218,141.693817139,56.24318695065,66.4955596924,464.127349854,463.502746582,141.769775391,141.617858887,56.0027427673,56.483631134,65.8073272705,67.1837921143
242,467.927505493,143.341255188,56.9442462921,65.7973213196,468.665771484,467.189239502,143.624038696,143.05847168,57.0296974182,56.858795166,65.165802002,66.4288406372
243,467.748123169,143.920173645,56.50133895875,66.88535308835,468.631896973,466.864349365,144.157791138,143.682556152,55.8754653931,57.1272125244,66.432434082,67.3382720947
244,468.326522827,147.528633118,56.7025203705,66.8663597107,467.766601562,468.886444092,147.970001221,147.087265015,56.8315963745,56.5734443665,66.58177948,67.1509399414
245,471.066116333,148.0002822875,57.0987281799,66.955406189,470.629364014,471.502868652,146.497055054,149.503509521,56.7361373901,57.4613189697,66.7059783936,67.2048339844
246,475.273757935,147.6918334965,57.48056411745,66.72137451175,475.156494141,475.391021729,147.196060181,148.187606812,57.3453292847,57.6157989502,66.5797271729,66.8630218506
247,477.338195801,148.931266785,57.2752761841,67.270778656,477.717468262,476.95892334,146.670532227,151.192001343,56.9096069336,57.6409454346,66.9543762207,67.5871810913
248,480.367996216,147.7388000485,56.969909668,67.12143325805,479.854522705,480.881469727,147.825790405,147.651809692,57.128238678,56.811580658,66.5679244995,67.6749420166
249,480.8134765625,147.659767151,57.65326309205,67.38728332515,480.912780762,480.714172363,147.706726074,147.612808228,57.8975563049,57.4089698792,66.8768844604,67.8976821899
250,484.8104248045,150.8848495485,58.17418289185,67.61540985105,485.957733154,483.663116455,150.395492554,151.374206543,57.9966087341,58.3517570496,67.1494064331,68.081413269
251,484.6238861085,151.3359680175,58.09052848815,67.3457107544,485.051391602,484.196380615,151.072937012,151.598999023,57.9642753601,58.2167816162,66.7573013306,67.9341201782
252,485.006225586,153.5646362305,58.4110355377,67.25255966185,485.135040283,484.877410889,153.50869751,153.620574951,58.2681045532,58.5539665222,66.8296661377,67.675453186
253,486.264129639,156.6059799195,58.43849372865,67.7144584656,486.426818848,486.10144043,156.693740845,156.518218994,58.4523506165,58.4246368408,67.169418335,68.2594985962
254,486.2115325925,157.2131195065,58.79774856565,68.1016845703,486.676757812,485.746307373,157.183868408,157.242370605,59.3463821411,58.2491149902,67.6272125244,68.5761566162
255,488.753250122,152.8286743165,58.49905395505,68.19149780275,488.653686523,488.852813721,152.213317871,153.444030762,58.6068305969,58.3912773132,67.7036819458,68.6793136597
256,490.667327881,154.2048721315,58.8421421051,67.83712005615,490.572631836,490.762023926,153.932098389,154.477645874,58.9234886169,58.7607955933,67.6744308472,67.9998092651
257,490.407119751,155.6739730835,58.92040634155,67.95567703245,490.635253906,490.178985596,155.676025391,155.671920776,59.1026000977,58.7382125854,67.4511795044,68.4601745605
258,491.5559539795,156.422767639,59.2614440918,68.1242675781,491.936248779,491.17565918,156.072235107,156.773300171,59.2072982788,59.3155899048,67.4342422485,68.8142929077
259,492.3884124755,156.718383789,59.62788391115,68.39935302735,492.272949219,492.503875732,155.919296265,157.517471313,59.507019043,59.7487487793,67.6097640991,69.1889419556
260,492.105895996,160.1423339845,59.3918018341,69.0149612427,492.278594971,491.933197021,160.438720703,159.845947266,59.1765060425,59.6070976257,68.3164672852,69.7134552002
261,490.3126831055,156.539527893,59.2211551666,69.1106796265,490.173858643,490.451507568,156.481277466,156.59777832,59.3371429443,59.1051673889,68.6120834351,69.6092758179
262,495.0823059085,156.557739258,59.68074417115,69.2808113098,495.020202637,495.14440918,158.297042847,154.818435669,59.6014518738,59.7600364685,68.8769073486,69.684715271
263,490.392501831,156.369132996,59.6140270233,68.65032196045,489.492828369,491.292175293,156.608032227,156.130233765,59.6486701965,59.5793838501,68.1245269775,69.1761169434
264,488.3727111815,160.279876709,59.71076965335,68.73089218135,488.209259033,488.53616333,159.986053467,160.573699951,59.7641448975,59.6573944092,68.3339157104,69.1278686523
265,485.157104492,159.5002975465,60.03666496275,68.21741867065,484.123474121,486.190734863,158.730209351,160.270385742,59.9535217285,60.119808197,67.7657852173,68.669052124
266,483.339538574,159.4050979615,59.7269363403,67.96825027465,483.175048828,483.50402832,158.06918335,160.741012573,59.7554206848,59.6984519958,67.6000137329,68.3364868164
267,485.2787475585,161.052536011,59.4495391846,68.53176498415,484.849182129,485.708312988,160.336593628,161.768478394,59.6620140076,59.2370643616,68.1265792847,68.9369506836
268,483.5663757325,157.8931427005,59.6907520294,69.028049469,484.059326172,483.073425293,158.290374756,157.495910645,59.8477973938,59.533706665,68.6654586792,69.3906402588
269,485.165588379,158.889053345,59.2863330841,68.526889801,484.942077637,485.389099121,158.485916138,159.292190552,59.0759124756,59.4967536926,68.1276016235,68.9261779785
270,486.075531006,161.303756714,59.47391700745,68.41038894655,485.949523926,486.201538086,161.664810181,160.942703247,59.3232879639,59.624546051,68.0921936035,68.7285842896
271,486.9038696285,162.5680770875,59.46416473385,68.0339393616,486.551544189,487.256195068,162.323272705,162.81288147,59.4649353027,59.463394165,67.6918792725,68.3759994507
272,486.4704437255,161.82749939,59.2642650604,67.5276489258,486.211273193,486.729614258,161.333786011,162.321212769,59.2570800781,59.2714500427,66.825050354,68.2302474976
273,483.2466430665,164.9242858885,59.45672416685,68.22280502315,483.138092041,483.355194092,166.200668335,163.647903442,59.3048095703,59.6086387634,67.6995773315,68.7460327148
274,486.363189697,168.087776184,59.5434589386,69.1992111206,486.83996582,485.886413574,168.205307007,167.970245361,59.7682495117,59.3186683655,68.9277191162,69.470703125
275,485.2741241455,163.906562805,59.50034713745,68.2261428833,485.093475342,485.454772949,164.206802368,163.606323242,59.2673454285,59.7333488464,67.751411438,68.7008743286
276,486.945175171,165.441345215,59.25656700135,67.7185630798,487.906951904,485.983398438,165.611480713,165.271209717,59.1672668457,59.345867157,67.2022628784,68.2348632812
277,488.7509613035,170.486320496,59.15315437315,67.54792022705,488.469970703,489.031951904,169.582275391,171.390365601,58.9953384399,59.3109703064,67.3244094849,67.7714309692
278,488.2790374755,170.653114319,59.40001297,67.7786102295,488.382202148,488.175872803,169.668502808,171.63772583,59.2052459717,59.5947799683,67.2653884888,68.2918319702
279,485.584625244,165.623542786,59.6535453796,67.46298217775,485.086791992,486.082458496,165.98664856,165.260437012,59.6086387634,59.6984519958,66.9225616455,68.00340271
280,486.2754211425,163.0494766235,59.5142040253,67.73473358155,486.981109619,485.569732666,162.757965088,163.340988159,59.5470504761,59.4813575745,67.2566680908,68.2127990723
281,480.356964111,162.8695983885,59.34843444825,67.6800727844,480.525299072,480.18862915,163.52986145,162.209335327,59.0620574951,59.6348114014,67.0380325317,68.3221130371
282,478.696685791,164.5224227905,59.2924938202,67.46272277835,479.061065674,478.332305908,163.958908081,165.0859375,59.4572372437,59.1277503967,66.8050308228,68.1204147339
283,479.6543579105,163.95891571,58.92707824705,67.0234069824,479.076477051,480.23223877,163.972259521,163.945571899,59.0394744873,58.8146820068,66.4909362793,67.5558776855
284,480.2327575685,164.3289413455,59.3586978912,67.8904953003,479.919189453,480.546325684,164.730789185,163.927093506,59.4490242004,59.268371582,67.5743484497,68.2066421509
285,477.6661376955,164.809059143,58.8241786957,67.04983901975,477.798034668,477.534240723,164.681518555,164.936599731,58.9337501526,58.7146072388,66.3508300781,67.7488479614
286,480.660522461,161.1780166625,59.161108017,66.5851135254,480.634094238,480.686950684,161.055618286,161.300415039,59.4064292908,58.9157867432,66.3056640625,66.8645629883
287,477.609939575,164.7926330565,59.09105300905,67.3534088135,477.131866455,478.088012695,165.444168091,164.141098022,59.2904396057,58.8916664124,67.1298980713,67.5769195557
288,476.517288208,160.2193222045,58.9758358002,67.23921966555,476.2265625,476.808013916,161.191619873,159.247024536,58.9239997864,59.027671814,66.6171951294,67.8612442017
289,475.2714385985,159.3129653935,58.65378952025,66.65183258055,475.387420654,475.155456543,159.310653687,159.3152771,58.5041847229,58.8033943176,66.6587600708,66.6449050903
290,473.515197754,165.6859054565,58.4451637268,66.2225265503,473.338134766,473.692260742,165.613540649,165.758270264,58.5416488647,58.3486785889,65.6733779907,66.7716751099
291,472.608596802,161.715362549,58.26348495485,66.0259590149,472.513916016,472.703277588,161.625808716,161.804916382,58.1603279114,58.3666419983,65.8114318848,66.240486145
292,473.198272705,160.654792786,58.523431778,66.3677635193,473.09588623,473.30065918,161.767456055,159.542129517,58.5945129395,58.4523506165,66.1532363892,66.5822906494
293,472.465911865,160.5939712525,58.28606414795,66.69263458255,471.937042236,472.994781494,160.05380249,161.134140015,58.3281478882,58.2439804077,66.316444397,67.0688247681
294,470.725830078,157.2480239865,58.61555480955,66.737285614,470.692474365,470.759185791,157.827453613,156.66859436,58.4436264038,58.7874832153,66.205078125,67.269493103
295,470.012207031,155.195648193,57.6912403107,65.9695053101,469.705047607,470.319366455,155.324981689,155.066314697,57.6250343323,57.7574462891,65.5876693726,66.3513412476
296,467.906982422,158.578544617,57.92604064945,65.8147697449,468.065826416,467.748138428,158.313980103,158.843109131,58.0705108643,57.7815704346,65.4490966797,66.1804428101
297,468.982940674,157.416618347,57.710231781,65.5450744629,468.781768799,469.184112549,157.330657959,157.502578735,57.5701217651,57.8503417969,65.1196136475,65.9705352783
298,467.051437378,159.688392639,57.5028896332,66.087802887,466.854614258,467.248260498,160.684036255,158.692749023,57.3930587769,57.6127204895,65.6836395264,66.4919662476
299,464.6154174805,160.6360549925,57.88729286195,65.9392242432,464.598999023,464.631835938,161.103851318,160.168258667,57.9155197144,57.8590660095,65.0636672974,66.814781189
300,92.38296890255,53.90751457215,23.64386367795,24.73086738585,92.8854141235,91.8805236816,54.2275085449,53.5875205994,23.5460948944,23.7416324615,24.4365348816,25.0251998901
301,91.57259368895,53.58008003235,23.86685848235,24.7272748947,91.5633544922,91.5818328857,53.3211593628,53.8390007019,24.0593166351,23.6744003296,24.8758525848,24.5786972046
302,91.86487197875,55.2883377075,23.98849105835,24.89920330045,92.493309021,91.2364349365,55.8523674011,54.7243080139,24.1768436432,23.8001384735,24.7983551025,25.0000514984
303,92.34037399295,54.95808029175,23.7621603012,25.0808839798,91.9000320435,92.7807159424,54.8372154236,55.0789451599,23.6625957489,23.8617248535,24.7377948761,25.4239730835
304,95.07609939575,59.0656490326,23.82964897155,24.5766439438,95.6557846069,94.4964141846,58.5549926758,59.5763053894,23.7601070404,23.8991909027,24.3354301453,24.8178577423
305,93.5287399292,60.1731815338,23.9074020386,24.5201883316,92.7781524658,94.2793273926,59.9935531616,60.352809906,23.9833583832,23.831445694,24.30052948,24.7398471832
306,92.24183654785,57.3058128357,23.86326503755,24.51582717895,92.308555603,92.1751174927,58.2809333801,56.3306922913,23.8545398712,23.8719902039,24.3990688324,24.6325855255
307,93.40941238405,53.80435943605,23.6223077774,24.7752609253,93.5223236084,93.2965011597,52.6863059998,54.9224128723,23.7529220581,23.4916934967,24.6325855255,24.9179363251
308,94.18643188475,54.10074424745,23.7688331604,24.3159265518,94.2346725464,94.1381912231,54.1022834778,54.0992050171,23.7683200836,23.7693462372,24.1860809326,24.445772171
309,94.564163208,56.480550766,23.60973358155,24.2332983017,94.6421737671,94.4861526489,56.8531494141,56.1079521179,23.5430145264,23.6764526367,24.1855678558,24.2810287476
310,94.1579475403,57.3235168457,23.31976413725,24.14297103885,93.9683151245,94.3475799561,57.5429191589,57.1041145325,23.4254875183,23.2140407562,23.7980861664,24.4878559113
311,94.47383499145,55.6609363556,23.25227546695,23.9438419342,94.7314758301,94.2161941528,55.7338142395,55.5880584717,23.2273845673,23.2771663666,23.660030365,24.2276535034
312,92.25594711305,54.55751037595,23.10087394715,24.0118427277,92.3665466309,92.1453475952,54.9003410339,54.214679718,23.0431365967,23.1586112976,23.7395782471,24.2841072083
313,89.9608192444,51.1078910828,23.1057500839,23.99695968625,89.7239685059,90.1976699829,51.1892356873,51.0265464783,23.0539150238,23.157585144,23.7354736328,24.2584457397
314,88.63234710695,51.8387184143,22.95204067235,23.7880792618,89.3108291626,87.9538650513,52.8099899292,50.8674468994,22.7783145905,23.1257667542,23.9161281586,23.660030365
315,88.535861969,52.35784339905,23.13269519805,23.7624168396,88.7868270874,88.2848968506,52.4517631531,52.263923645,23.3495311737,22.9158592224,23.6225643158,23.9022693634
316,88.2805328369,52.65602493285,23.01952934265,23.9138174057,88.0724182129,88.4886474609,53.0178451538,52.2942047119,22.9702606201,23.0687980652,23.8263130188,24.0013217926
317,89.08269882205,51.8577079773,22.8840389252,23.67978858945,89.0259857178,89.1394119263,51.7625045776,51.952911377,23.0954856873,22.6725921631,23.4983654022,23.8612117767
318,88.999042511,49.9413394928,22.8286104202,23.6633653641,88.3824081421,89.6156768799,50.2597923279,49.6228866577,22.9189376831,22.7382831573,23.6184577942,23.708272934
319,85.7357215881,48.14326667785,22.6233215332,23.65207481385,86.1432189941,85.3282241821,48.0606384277,48.225894928,22.5360736847,22.7105693817,23.442937851,23.8612117767
320,84.8727416992,49.3205986023,22.56250476835,23.2884569168,84.6538543701,85.0916290283,49.7060279846,48.93516922,22.4596042633,22.6654052734,23.1991558075,23.3777580261
321,84.87504959105,48.18073272705,22.54479885105,23.1175537109,85.2820358276,84.4680633545,48.3860206604,47.9754447937,22.4277839661,22.661813736,22.8332290649,23.4018783569
322,84.61587524415,50.86385536195,22.3782587051,23.35568904875,84.7472610474,84.4844894409,50.3475532532,51.3801574707,22.2691993713,22.4873180389,22.8671016693,23.8442764282
323,84.66026687625,50.22386741635,22.4580640793,23.1583557129,84.6564178467,84.6641159058,50.7735290527,49.67420578,22.4406147003,22.4755134583,22.9630756378,23.353635788
324,85.8832740784,50.3082923889,22.1085615158,22.8807029724,85.8896865845,85.8768615723,50.421459198,50.1951255798,22.0166950226,22.200428009,22.7736968994,22.9877090454
325,87.3341522217,51.2654495239,22.38518714905,22.95383644105,87.2035369873,87.4647674561,51.5115394592,51.0193595886,22.2024803162,22.5678939819,22.8434944153,23.0641784668
326,89.64980697635,55.3209285736,22.20555973055,23.0015659332,89.3328933716,89.9667205811,55.7061004639,54.9357566833,22.2065868378,22.2045326233,22.8737735748,23.1293582916
327,91.1953773499,55.94064331055,22.69542980195,23.1657972336,91.6331558228,90.757598877,55.3704528809,56.5108337402,22.495016098,22.8958435059,23.4054718018,22.9261226654
328,88.5119934082,53.2944717407,22.1773328781,22.94459819795,88.3162002563,88.7077865601,52.988079071,53.6008644104,21.996679306,22.3579864502,23.0954856873,22.7937107086
329,87.08934402465,52.20618629455,22.09085464475,22.7370004654,87.2948913574,86.8837966919,50.9875411987,53.4248313904,22.1039409637,22.0777683258,22.5766181946,22.8973827362
330,85.97206115725,50.3875846863,21.7749662399,22.45832157135,85.540184021,86.4039382935,50.0586090088,50.7165603638,21.9663982391,21.5835342407,22.1537246704,22.7629184723
331,83.9553565979,48.5204849243,21.7469959259,22.4834690094,84.002571106,83.9081420898,48.679069519,48.3619003296,21.8062725067,21.6877193451,22.1095867157,22.8573513031
332,82.63766098025,49.92850875855,21.42341041565,22.3669681549,82.9863967896,82.2889251709,49.2184677124,50.6385498047,21.2145290375,21.6322917938,22.4175205231,22.3164157867
