"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255"
315472,359,37820,296,474180,448,46628,252,24963,204,16086,158,11220,135,9609,109,8734,104,7698,98,6641,69,5660,68,4957,68,4343,56,3833,33,3580,55,3203,58,2923,36,2891,45,2859,40,2613,42,2673,34,2507,38,2434,32,2365,34,2212,33,2107,37,1959,31,1812,31,1701,24,1568,31,1653,22,1442,27,1456,24,1318,22,1319,27,1166,16,1115,26,998,18,998,13,918,34,799,21,798,20,759,16,654,20,637,12,605,17,560,10,513,9,494,11,463,15,432,11,417,13,411,9,348,17,316,10,322,15,303,9,283,8,289,6,242,6,254,8,254,6,223,205,7,209,3,204,8,221,14,202,6,197,10,181,4,190,9,177,7,188,1,149,6,173,4,150,4,105,2,105,1,110,6,104,6,106,6,95,4,90,4,106,1,98,5,85,2,71,3,84,2,62,2,52,2,69,2,72,1,61,2,45,2,47,3,52,2,52,5,53,1,46,4,47,2,52,1,37,2,36,1,28,5,22,5,21,0,19,0,26,1,32,1,21,1,18,1,18,2,12,1,13,0,10,0,17,1,10,0,11,0,12,0,11,2,8,1,13,2,7,0,10,1,5,0,7,0,8,0,82
